date,category,sku_id,units_sold,revenue,is_holiday,holiday_name,day_of_week,month,quarter,year
2021-01-02,Sports,SPO_01,105,840.05,0,,5,1,1,2021
2021-01-02,Sports,SPO_02,150,1800.1,0,,5,1,1,2021
2021-01-02,Sports,SPO_03,172,2752.15,0,,5,1,1,2021
2021-01-02,Sports,SPO_04,205,4100.22,0,,5,1,1,2021
2021-01-03,Clothing,CLO_01,358,2864.31,0,,6,1,1,2021
2021-01-03,Clothing,CLO_02,579,6948.76,0,,6,1,1,2021
2021-01-03,Clothing,CLO_03,599,9585.05,0,,6,1,1,2021
2021-01-03,Clothing,CLO_04,877,17541.92,0,,6,1,1,2021
2021-01-03,Electronics,ELE_01,280,2240.25,0,,6,1,1,2021
2021-01-03,Electronics,ELE_02,489,5868.64,0,,6,1,1,2021
2021-01-03,Electronics,ELE_03,652,10433.14,0,,6,1,1,2021
2021-01-03,Electronics,ELE_04,716,14321.57,0,,6,1,1,2021
2021-01-03,Food,FOO_01,542,4336.48,0,,6,1,1,2021
2021-01-03,Food,FOO_02,1054,12649.39,0,,6,1,1,2021
2021-01-03,Food,FOO_03,1363,21810.39,0,,6,1,1,2021
2021-01-03,Food,FOO_04,1570,31403.44,0,,6,1,1,2021
2021-01-03,Home,HOM_01,227,1816.2,0,,6,1,1,2021
2021-01-03,Home,HOM_02,324,3888.43,0,,6,1,1,2021
2021-01-03,Home,HOM_03,379,6064.66,0,,6,1,1,2021
2021-01-03,Home,HOM_04,591,11821.3,0,,6,1,1,2021
2021-01-03,Sports,SPO_01,94,752.08,0,,6,1,1,2021
2021-01-03,Sports,SPO_02,199,2388.26,0,,6,1,1,2021
2021-01-03,Sports,SPO_03,257,4112.45,0,,6,1,1,2021
2021-01-03,Sports,SPO_04,231,4620.51,0,,6,1,1,2021
2021-01-04,Clothing,CLO_01,354,2832.47,0,,0,1,1,2021
2021-01-04,Clothing,CLO_02,336,4032.66,0,,0,1,1,2021
2021-01-04,Clothing,CLO_03,542,8673.43,0,,0,1,1,2021
2021-01-04,Clothing,CLO_04,937,18743.08,0,,0,1,1,2021
2021-01-04,Electronics,ELE_01,308,2464.41,0,,0,1,1,2021
2021-01-04,Electronics,ELE_02,446,5352.88,0,,0,1,1,2021
2021-01-04,Electronics,ELE_03,419,6705.1,0,,0,1,1,2021
2021-01-04,Electronics,ELE_04,584,11681.92,0,,0,1,1,2021
2021-01-04,Food,FOO_01,491,3928.65,0,,0,1,1,2021
2021-01-04,Food,FOO_02,811,9733.6,0,,0,1,1,2021
2021-01-04,Food,FOO_03,1287,20595.38,0,,0,1,1,2021
2021-01-04,Food,FOO_04,1492,29844.91,0,,0,1,1,2021
2021-01-04,Home,HOM_01,153,1224.2,0,,0,1,1,2021
2021-01-04,Home,HOM_02,306,3672.6,0,,0,1,1,2021
2021-01-04,Home,HOM_03,361,5776.95,0,,0,1,1,2021
2021-01-04,Home,HOM_04,371,7421.22,0,,0,1,1,2021
2021-01-04,Sports,SPO_01,84,672.11,0,,0,1,1,2021
2021-01-04,Sports,SPO_02,128,1536.25,0,,0,1,1,2021
2021-01-04,Sports,SPO_03,123,1968.32,0,,0,1,1,2021
2021-01-04,Sports,SPO_04,249,4980.82,0,,0,1,1,2021
2021-01-05,Clothing,CLO_01,304,2432.53,0,,1,1,1,2021
2021-01-05,Clothing,CLO_02,555,6661.46,0,,1,1,1,2021
2021-01-05,Clothing,CLO_03,546,8737.91,0,,1,1,1,2021
2021-01-05,Clothing,CLO_04,679,13582.98,0,,1,1,1,2021
2021-01-05,Electronics,ELE_01,246,1968.43,0,,1,1,1,2021
2021-01-05,Electronics,ELE_02,366,4392.96,0,,1,1,1,2021
2021-01-05,Electronics,ELE_03,502,8033.76,0,,1,1,1,2021
2021-01-05,Electronics,ELE_04,608,12162.67,0,,1,1,1,2021
2021-01-05,Food,FOO_01,555,4440.97,0,,1,1,1,2021
2021-01-05,Food,FOO_02,823,9878.16,0,,1,1,1,2021
2021-01-05,Food,FOO_03,986,15779.46,0,,1,1,1,2021
2021-01-05,Food,FOO_04,1170,23405.13,0,,1,1,1,2021
2021-01-05,Home,HOM_01,158,1264.28,0,,1,1,1,2021
2021-01-05,Home,HOM_02,199,2388.52,0,,1,1,1,2021
2021-01-05,Home,HOM_03,244,3904.86,0,,1,1,1,2021
2021-01-05,Home,HOM_04,488,9762.14,0,,1,1,1,2021
2021-01-05,Sports,SPO_01,46,368.08,0,,1,1,1,2021
2021-01-05,Sports,SPO_02,130,1560.34,0,,1,1,1,2021
2021-01-05,Sports,SPO_03,187,2992.66,0,,1,1,1,2021
2021-01-05,Sports,SPO_04,141,2820.62,0,,1,1,1,2021
2021-01-06,Clothing,CLO_01,336,2688.74,0,,2,1,1,2021
2021-01-06,Clothing,CLO_02,547,6565.8,0,,2,1,1,2021
2021-01-06,Clothing,CLO_03,610,9762.67,0,,2,1,1,2021
2021-01-06,Clothing,CLO_04,1103,22066.04,0,,2,1,1,2021
2021-01-06,Electronics,ELE_01,280,2240.61,0,,2,1,1,2021
2021-01-06,Electronics,ELE_02,346,4153.14,0,,2,1,1,2021
2021-01-06,Electronics,ELE_03,471,7538.06,0,,2,1,1,2021
2021-01-06,Electronics,ELE_04,639,12783.5,0,,2,1,1,2021
2021-01-06,Food,FOO_01,600,4801.32,0,,2,1,1,2021
2021-01-06,Food,FOO_02,832,9986.74,0,,2,1,1,2021
2021-01-06,Food,FOO_03,1066,17060.67,0,,2,1,1,2021
2021-01-06,Food,FOO_04,1589,31788.71,0,,2,1,1,2021
2021-01-06,Home,HOM_01,162,1296.36,0,,2,1,1,2021
2021-01-06,Home,HOM_02,227,2724.75,0,,2,1,1,2021
2021-01-06,Home,HOM_03,403,6449.77,0,,2,1,1,2021
2021-01-06,Home,HOM_04,389,7782.13,0,,2,1,1,2021
2021-01-06,Sports,SPO_01,86,688.19,0,,2,1,1,2021
2021-01-06,Sports,SPO_02,119,1428.39,0,,2,1,1,2021
2021-01-06,Sports,SPO_03,165,2640.72,0,,2,1,1,2021
2021-01-06,Sports,SPO_04,142,2840.78,0,,2,1,1,2021
2021-01-07,Clothing,CLO_01,310,2480.82,0,,3,1,1,2021
2021-01-07,Clothing,CLO_02,514,6170.03,0,,3,1,1,2021
2021-01-07,Clothing,CLO_03,635,10163.34,0,,3,1,1,2021
2021-01-07,Clothing,CLO_04,843,16865.54,0,,3,1,1,2021
2021-01-07,Electronics,ELE_01,220,1760.58,0,,3,1,1,2021
2021-01-07,Electronics,ELE_02,417,5005.65,0,,3,1,1,2021
2021-01-07,Electronics,ELE_03,556,8898.92,0,,3,1,1,2021
2021-01-07,Electronics,ELE_04,570,11403.75,0,,3,1,1,2021
2021-01-07,Food,FOO_01,653,5225.72,0,,3,1,1,2021
2021-01-07,Food,FOO_02,1011,12135.99,0,,3,1,1,2021
2021-01-07,Food,FOO_03,1105,17685.81,0,,3,1,1,2021
2021-01-07,Food,FOO_04,1270,25408.35,0,,3,1,1,2021
2021-01-07,Home,HOM_01,223,1784.59,0,,3,1,1,2021
2021-01-07,Home,HOM_02,242,2904.95,0,,3,1,1,2021
2021-01-07,Home,HOM_03,282,4513.48,0,,3,1,1,2021
2021-01-07,Home,HOM_04,382,7642.51,0,,3,1,1,2021
2021-01-07,Sports,SPO_01,95,760.25,0,,3,1,1,2021
2021-01-07,Sports,SPO_02,102,1224.4,0,,3,1,1,2021
2021-01-07,Sports,SPO_03,171,2736.9,0,,3,1,1,2021
2021-01-07,Sports,SPO_04,167,3341.1,0,,3,1,1,2021
2021-01-08,Clothing,CLO_01,453,3625.39,0,,4,1,1,2021
2021-01-08,Clothing,CLO_02,460,5522.12,0,,4,1,1,2021
2021-01-08,Clothing,CLO_03,613,9811.76,0,,4,1,1,2021
2021-01-08,Clothing,CLO_04,752,15045.77,0,,4,1,1,2021
2021-01-08,Electronics,ELE_01,286,2288.88,0,,4,1,1,2021
2021-01-08,Electronics,ELE_02,439,5270.02,0,,4,1,1,2021
2021-01-08,Electronics,ELE_03,510,8163.13,0,,4,1,1,2021
2021-01-08,Electronics,ELE_04,617,12344.73,0,,4,1,1,2021
2021-01-08,Food,FOO_01,626,5009.92,0,,4,1,1,2021
2021-01-08,Food,FOO_02,954,11452.39,0,,4,1,1,2021
2021-01-08,Food,FOO_03,1269,20311.79,0,,4,1,1,2021
2021-01-08,Food,FOO_04,1405,28110.78,0,,4,1,1,2021
2021-01-08,Home,HOM_01,203,1624.62,0,,4,1,1,2021
2021-01-08,Home,HOM_02,304,3649.4,0,,4,1,1,2021
2021-01-08,Home,HOM_03,333,5330.04,0,,4,1,1,2021
2021-01-08,Home,HOM_04,407,8143.12,0,,4,1,1,2021
2021-01-08,Sports,SPO_01,82,656.25,0,,4,1,1,2021
2021-01-08,Sports,SPO_02,87,1044.4,0,,4,1,1,2021
2021-01-08,Sports,SPO_03,145,2320.89,0,,4,1,1,2021
2021-01-08,Sports,SPO_04,143,2861.1,0,,4,1,1,2021
2021-01-09,Clothing,CLO_01,330,2641.16,0,,5,1,1,2021
2021-01-09,Clothing,CLO_02,624,7491.28,0,,5,1,1,2021
2021-01-09,Clothing,CLO_03,937,14998.57,0,,5,1,1,2021
2021-01-09,Clothing,CLO_04,1057,21149.27,0,,5,1,1,2021
2021-01-09,Electronics,ELE_01,371,2969.3,0,,5,1,1,2021
2021-01-09,Electronics,ELE_02,440,5282.31,0,,5,1,1,2021
2021-01-09,Electronics,ELE_03,606,9700.25,0,,5,1,1,2021
2021-01-09,Electronics,ELE_04,800,16007.01,0,,5,1,1,2021
2021-01-09,Food,FOO_01,731,5850.56,0,,5,1,1,2021
2021-01-09,Food,FOO_02,952,11429.01,0,,5,1,1,2021
2021-01-09,Food,FOO_03,1331,21305.34,0,,5,1,1,2021
2021-01-09,Food,FOO_04,1768,35375.5,0,,5,1,1,2021
2021-01-09,Home,HOM_01,198,1584.69,0,,5,1,1,2021
2021-01-09,Home,HOM_02,321,3853.69,0,,5,1,1,2021
2021-01-09,Home,HOM_03,473,7571.32,0,,5,1,1,2021
2021-01-09,Home,HOM_04,563,11264.94,0,,5,1,1,2021
2021-01-09,Sports,SPO_01,109,872.38,0,,5,1,1,2021
2021-01-09,Sports,SPO_02,176,2112.93,0,,5,1,1,2021
2021-01-09,Sports,SPO_03,193,3089.35,0,,5,1,1,2021
2021-01-09,Sports,SPO_04,295,5902.59,0,,5,1,1,2021
2021-01-10,Clothing,CLO_01,378,3025.49,0,,6,1,1,2021
2021-01-10,Clothing,CLO_02,698,8380.13,0,,6,1,1,2021
2021-01-10,Clothing,CLO_03,777,12438.13,0,,6,1,1,2021
2021-01-10,Clothing,CLO_04,1139,22791.23,0,,6,1,1,2021
2021-01-10,Electronics,ELE_01,289,2313.14,0,,6,1,1,2021
2021-01-10,Electronics,ELE_02,614,7371.63,0,,6,1,1,2021
2021-01-10,Electronics,ELE_03,624,9988.92,0,,6,1,1,2021
2021-01-10,Electronics,ELE_04,717,14347.07,0,,6,1,1,2021
2021-01-10,Food,FOO_01,576,4610.27,0,,6,1,1,2021
2021-01-10,Food,FOO_02,1091,13098.46,0,,6,1,1,2021
2021-01-10,Food,FOO_03,1315,21050.38,0,,6,1,1,2021
2021-01-10,Food,FOO_04,1555,31115.34,0,,6,1,1,2021
2021-01-10,Home,HOM_01,249,1992.98,0,,6,1,1,2021
2021-01-10,Home,HOM_02,317,3805.88,0,,6,1,1,2021
2021-01-10,Home,HOM_03,386,6179.05,0,,6,1,1,2021
2021-01-10,Home,HOM_04,494,9884.87,0,,6,1,1,2021
2021-01-10,Sports,SPO_01,99,792.39,0,,6,1,1,2021
2021-01-10,Sports,SPO_02,150,1800.89,0,,6,1,1,2021
2021-01-10,Sports,SPO_03,246,3937.94,0,,6,1,1,2021
2021-01-10,Sports,SPO_04,258,5162.54,0,,6,1,1,2021
2021-01-11,Clothing,CLO_01,285,2281.25,0,,0,1,1,2021
2021-01-11,Clothing,CLO_02,546,6555.59,0,,0,1,1,2021
2021-01-11,Clothing,CLO_03,527,8436.62,0,,0,1,1,2021
2021-01-11,Clothing,CLO_04,846,16929.27,0,,0,1,1,2021
2021-01-11,Electronics,ELE_01,263,2105.15,0,,0,1,1,2021
2021-01-11,Electronics,ELE_02,405,4862.66,0,,0,1,1,2021
2021-01-11,Electronics,ELE_03,519,8308.55,0,,0,1,1,2021
2021-01-11,Electronics,ELE_04,771,15428.45,0,,0,1,1,2021
2021-01-11,Food,FOO_01,495,3962.17,0,,0,1,1,2021
2021-01-11,Food,FOO_02,793,9521.21,0,,0,1,1,2021
2021-01-11,Food,FOO_03,1050,16809.21,0,,0,1,1,2021
2021-01-11,Food,FOO_04,1303,26074.28,0,,0,1,1,2021
2021-01-11,Home,HOM_01,153,1224.67,0,,0,1,1,2021
2021-01-11,Home,HOM_02,227,2725.49,0,,0,1,1,2021
2021-01-11,Home,HOM_03,299,4786.62,0,,0,1,1,2021
2021-01-11,Home,HOM_04,362,7243.97,0,,0,1,1,2021
2021-01-11,Sports,SPO_01,65,520.28,0,,0,1,1,2021
2021-01-11,Sports,SPO_02,161,1933.06,0,,0,1,1,2021
2021-01-11,Sports,SPO_03,166,2657.46,0,,0,1,1,2021
2021-01-11,Sports,SPO_04,201,4022.2,0,,0,1,1,2021
2021-01-12,Clothing,CLO_01,305,2441.47,0,,1,1,1,2021
2021-01-12,Clothing,CLO_02,459,5511.32,0,,1,1,1,2021
2021-01-12,Clothing,CLO_03,499,7988.81,0,,1,1,1,2021
2021-01-12,Clothing,CLO_04,852,17050.27,0,,1,1,1,2021
2021-01-12,Electronics,ELE_01,232,1857.12,0,,1,1,1,2021
2021-01-12,Electronics,ELE_02,443,5319.2,0,,1,1,1,2021
2021-01-12,Electronics,ELE_03,476,7620.59,0,,1,1,1,2021
2021-01-12,Electronics,ELE_04,629,12587.58,0,,1,1,1,2021
2021-01-12,Food,FOO_01,528,4226.55,0,,1,1,1,2021
2021-01-12,Food,FOO_02,792,9509.73,0,,1,1,1,2021
2021-01-12,Food,FOO_03,1049,16794.12,0,,1,1,1,2021
2021-01-12,Food,FOO_04,1376,27536.59,0,,1,1,1,2021
2021-01-12,Home,HOM_01,154,1232.74,0,,1,1,1,2021
2021-01-12,Home,HOM_02,228,2737.65,0,,1,1,1,2021
2021-01-12,Home,HOM_03,329,5267.17,0,,1,1,1,2021
2021-01-12,Home,HOM_04,391,7824.71,0,,1,1,1,2021
2021-01-12,Sports,SPO_01,78,624.38,0,,1,1,1,2021
2021-01-12,Sports,SPO_02,137,1644.99,0,,1,1,1,2021
2021-01-12,Sports,SPO_03,126,2017.22,0,,1,1,1,2021
2021-01-12,Sports,SPO_04,193,3862.33,0,,1,1,1,2021
2021-01-13,Clothing,CLO_01,289,2313.52,0,,2,1,1,2021
2021-01-13,Clothing,CLO_02,565,6784.46,0,,2,1,1,2021
2021-01-13,Clothing,CLO_03,611,9782.43,0,,2,1,1,2021
2021-01-13,Clothing,CLO_04,545,10907.17,0,,2,1,1,2021
2021-01-13,Electronics,ELE_01,223,1785.17,0,,2,1,1,2021
2021-01-13,Electronics,ELE_02,345,4142.72,0,,2,1,1,2021
2021-01-13,Electronics,ELE_03,610,9766.42,0,,2,1,1,2021
2021-01-13,Electronics,ELE_04,685,13709.01,0,,2,1,1,2021
2021-01-13,Food,FOO_01,558,4466.94,0,,2,1,1,2021
2021-01-13,Food,FOO_02,956,11479.54,0,,2,1,1,2021
2021-01-13,Food,FOO_03,1135,18171.94,0,,2,1,1,2021
2021-01-13,Food,FOO_04,1267,25356.66,0,,2,1,1,2021
2021-01-13,Home,HOM_01,210,1681.1,0,,2,1,1,2021
2021-01-13,Home,HOM_02,260,3122.05,0,,2,1,1,2021
2021-01-13,Home,HOM_03,289,4627.04,0,,2,1,1,2021
2021-01-13,Home,HOM_04,428,8565.63,0,,2,1,1,2021
2021-01-13,Sports,SPO_01,74,592.39,0,,2,1,1,2021
2021-01-13,Sports,SPO_02,89,1068.7,0,,2,1,1,2021
2021-01-13,Sports,SPO_03,100,1601.05,0,,2,1,1,2021
2021-01-13,Sports,SPO_04,187,3742.46,0,,2,1,1,2021
2021-01-14,Clothing,CLO_01,350,2801.99,0,,3,1,1,2021
2021-01-14,Clothing,CLO_02,483,5800.13,0,,3,1,1,2021
2021-01-14,Clothing,CLO_03,619,9911.05,0,,3,1,1,2021
2021-01-14,Clothing,CLO_04,641,12829.13,0,,3,1,1,2021
2021-01-14,Electronics,ELE_01,227,1817.29,0,,3,1,1,2021
2021-01-14,Electronics,ELE_02,388,4659.32,0,,3,1,1,2021
2021-01-14,Electronics,ELE_03,538,8614.13,0,,3,1,1,2021
2021-01-14,Electronics,ELE_04,771,15430.98,0,,3,1,1,2021
2021-01-14,Food,FOO_01,483,3866.75,0,,3,1,1,2021
2021-01-14,Food,FOO_02,887,10651.58,0,,3,1,1,2021
2021-01-14,Food,FOO_03,1210,19373.79,0,,3,1,1,2021
2021-01-14,Food,FOO_04,1472,29460.97,0,,3,1,1,2021
2021-01-14,Home,HOM_01,186,1489.06,0,,3,1,1,2021
2021-01-14,Home,HOM_02,290,3482.48,0,,3,1,1,2021
2021-01-14,Home,HOM_03,370,5924.22,0,,3,1,1,2021
2021-01-14,Home,HOM_04,424,8486.04,0,,3,1,1,2021
2021-01-14,Sports,SPO_01,67,536.38,0,,3,1,1,2021
2021-01-14,Sports,SPO_02,98,1176.84,0,,3,1,1,2021
2021-01-14,Sports,SPO_03,142,2273.62,0,,3,1,1,2021
2021-01-14,Sports,SPO_04,192,3842.74,0,,3,1,1,2021
2021-01-15,Clothing,CLO_01,257,2057.58,0,,4,1,1,2021
2021-01-15,Clothing,CLO_02,428,5139.94,0,,4,1,1,2021
2021-01-15,Clothing,CLO_03,602,9639.39,0,,4,1,1,2021
2021-01-15,Clothing,CLO_04,892,17853.69,0,,4,1,1,2021
2021-01-15,Electronics,ELE_01,202,1617.24,0,,4,1,1,2021
2021-01-15,Electronics,ELE_02,349,4191.21,0,,4,1,1,2021
2021-01-15,Electronics,ELE_03,588,9415.22,0,,4,1,1,2021
2021-01-15,Electronics,ELE_04,691,13830.6,0,,4,1,1,2021
2021-01-15,Food,FOO_01,563,4507.46,0,,4,1,1,2021
2021-01-15,Food,FOO_02,823,9883.58,0,,4,1,1,2021
2021-01-15,Food,FOO_03,1201,19230.74,0,,4,1,1,2021
2021-01-15,Food,FOO_04,1464,29302.46,0,,4,1,1,2021
2021-01-15,Home,HOM_01,166,1329.02,0,,4,1,1,2021
2021-01-15,Home,HOM_02,288,3458.65,0,,4,1,1,2021
2021-01-15,Home,HOM_03,369,5908.53,0,,4,1,1,2021
2021-01-15,Home,HOM_04,527,10548.09,0,,4,1,1,2021
2021-01-15,Sports,SPO_01,64,512.39,0,,4,1,1,2021
2021-01-15,Sports,SPO_02,130,1561.2,0,,4,1,1,2021
2021-01-15,Sports,SPO_03,129,2065.58,0,,4,1,1,2021
2021-01-15,Sports,SPO_04,192,3842.95,0,,4,1,1,2021
2021-01-16,Clothing,CLO_01,413,3306.72,0,,5,1,1,2021
2021-01-16,Clothing,CLO_02,492,5908.85,0,,5,1,1,2021
2021-01-16,Clothing,CLO_03,745,11929.8,0,,5,1,1,2021
2021-01-16,Clothing,CLO_04,1208,24179.86,0,,5,1,1,2021
2021-01-16,Electronics,ELE_01,256,2049.68,0,,5,1,1,2021
2021-01-16,Electronics,ELE_02,449,5392.43,0,,5,1,1,2021
2021-01-16,Electronics,ELE_03,665,10648.75,0,,5,1,1,2021
2021-01-16,Electronics,ELE_04,649,12990.67,0,,5,1,1,2021
2021-01-16,Food,FOO_01,630,5044.14,0,,5,1,1,2021
2021-01-16,Food,FOO_02,1062,12754.47,0,,5,1,1,2021
2021-01-16,Food,FOO_03,1123,17982.77,0,,5,1,1,2021
2021-01-16,Food,FOO_04,1900,38031.23,0,,5,1,1,2021
2021-01-16,Home,HOM_01,245,1961.61,0,,5,1,1,2021
2021-01-16,Home,HOM_02,252,3026.49,0,,5,1,1,2021
2021-01-16,Home,HOM_03,551,8823.25,0,,5,1,1,2021
2021-01-16,Home,HOM_04,566,11329.3,0,,5,1,1,2021
2021-01-16,Sports,SPO_01,81,648.53,0,,5,1,1,2021
2021-01-16,Sports,SPO_02,147,1765.45,0,,5,1,1,2021
2021-01-16,Sports,SPO_03,273,4371.59,0,,5,1,1,2021
2021-01-16,Sports,SPO_04,233,4663.83,0,,5,1,1,2021
2021-01-17,Clothing,CLO_01,479,3835.36,0,,6,1,1,2021
2021-01-17,Clothing,CLO_02,626,7518.59,0,,6,1,1,2021
2021-01-17,Clothing,CLO_03,773,12378.84,0,,6,1,1,2021
2021-01-17,Clothing,CLO_04,1144,22900.06,0,,6,1,1,2021
2021-01-17,Electronics,ELE_01,319,2554.24,0,,6,1,1,2021
2021-01-17,Electronics,ELE_02,478,5741.03,0,,6,1,1,2021
2021-01-17,Electronics,ELE_03,599,9592.4,0,,6,1,1,2021
2021-01-17,Electronics,ELE_04,818,16374.34,0,,6,1,1,2021
2021-01-17,Food,FOO_01,656,5252.6,0,,6,1,1,2021
2021-01-17,Food,FOO_02,996,11962.48,0,,6,1,1,2021
2021-01-17,Food,FOO_03,1224,19601.17,0,,6,1,1,2021
2021-01-17,Food,FOO_04,1737,34770.46,0,,6,1,1,2021
2021-01-17,Home,HOM_01,222,1777.56,0,,6,1,1,2021
2021-01-17,Home,HOM_02,292,3507.07,0,,6,1,1,2021
2021-01-17,Home,HOM_03,479,7670.72,0,,6,1,1,2021
2021-01-17,Home,HOM_04,415,8307.28,0,,6,1,1,2021
2021-01-17,Sports,SPO_01,121,968.85,0,,6,1,1,2021
2021-01-17,Sports,SPO_02,106,1273.12,0,,6,1,1,2021
2021-01-17,Sports,SPO_03,195,3122.74,0,,6,1,1,2021
2021-01-17,Sports,SPO_04,268,5364.7,0,,6,1,1,2021
2021-01-18,Clothing,CLO_01,366,2930.73,0,,0,1,1,2021
2021-01-18,Clothing,CLO_02,363,4360.06,0,,0,1,1,2021
2021-01-18,Clothing,CLO_03,532,8519.93,0,,0,1,1,2021
2021-01-18,Clothing,CLO_04,634,12691.81,0,,0,1,1,2021
2021-01-18,Electronics,ELE_01,275,2202.05,0,,0,1,1,2021
2021-01-18,Electronics,ELE_02,374,4492.18,0,,0,1,1,2021
2021-01-18,Electronics,ELE_03,578,9256.61,0,,0,1,1,2021
2021-01-18,Electronics,ELE_04,550,11010.25,0,,0,1,1,2021
2021-01-18,Food,FOO_01,586,4692.37,0,,0,1,1,2021
2021-01-18,Food,FOO_02,796,9560.9,0,,0,1,1,2021
2021-01-18,Food,FOO_03,1200,19217.88,0,,0,1,1,2021
2021-01-18,Food,FOO_04,1341,26844.98,0,,0,1,1,2021
2021-01-18,Home,HOM_01,160,1281.19,0,,0,1,1,2021
2021-01-18,Home,HOM_02,292,3507.26,0,,0,1,1,2021
2021-01-18,Home,HOM_03,325,5204.84,0,,0,1,1,2021
2021-01-18,Home,HOM_04,426,8527.94,0,,0,1,1,2021
2021-01-18,Sports,SPO_01,70,560.52,0,,0,1,1,2021
2021-01-18,Sports,SPO_02,104,1249.16,0,,0,1,1,2021
2021-01-18,Sports,SPO_03,138,2210.06,0,,0,1,1,2021
2021-01-18,Sports,SPO_04,198,3963.69,0,,0,1,1,2021
2021-01-19,Clothing,CLO_01,357,2858.82,0,,1,1,1,2021
2021-01-19,Clothing,CLO_02,444,5333.26,0,,1,1,1,2021
2021-01-19,Clothing,CLO_03,595,9529.39,0,,1,1,1,2021
2021-01-19,Clothing,CLO_04,808,16175.94,0,,1,1,1,2021
2021-01-19,Electronics,ELE_01,227,1817.79,0,,1,1,1,2021
2021-01-19,Electronics,ELE_02,422,5068.99,0,,1,1,1,2021
2021-01-19,Electronics,ELE_03,510,8168.05,0,,1,1,1,2021
2021-01-19,Electronics,ELE_04,676,13533.33,0,,1,1,1,2021
2021-01-19,Food,FOO_01,512,4100.04,0,,1,1,1,2021
2021-01-19,Food,FOO_02,735,8828.7,0,,1,1,1,2021
2021-01-19,Food,FOO_03,1120,17937.67,0,,1,1,1,2021
2021-01-19,Food,FOO_04,1653,33092.61,0,,1,1,1,2021
2021-01-19,Home,HOM_01,141,1129.11,0,,1,1,1,2021
2021-01-19,Home,HOM_02,263,3159.11,0,,1,1,1,2021
2021-01-19,Home,HOM_03,459,7351.24,0,,1,1,1,2021
2021-01-19,Home,HOM_04,469,9389.25,0,,1,1,1,2021
2021-01-19,Sports,SPO_01,67,536.53,0,,1,1,1,2021
2021-01-19,Sports,SPO_02,136,1633.61,0,,1,1,1,2021
2021-01-19,Sports,SPO_03,82,1313.29,0,,1,1,1,2021
2021-01-19,Sports,SPO_04,247,4944.87,0,,1,1,1,2021
2021-01-20,Clothing,CLO_01,231,1849.92,0,,2,1,1,2021
2021-01-20,Clothing,CLO_02,577,6931.21,0,,2,1,1,2021
2021-01-20,Clothing,CLO_03,609,9754.14,0,,2,1,1,2021
